customer_id,recency,frequency,monetory,segment
CS2857,31-10-2014,15,1095,P0
CS2858,26-01-2015,23,1555,P0
CS2859,27-02-2015,13,792,P2
CS2860,25-09-2014,21,1356,P0
CS2861,06-03-2015,14,1082,P2
CS2862,21-02-2015,24,1734,P0
CS2863,03-11-2014,25,1716,P0
CS2864,19-01-2015,23,1442,P0
CS2865,07-02-2015,25,1868,P0
CS2866,27-02-2015,22,1488,P0
CS2867,23-02-2015,21,1464,P0
CS2868,27-01-2015,20,1507,P0
CS2869,17-02-2015,21,1452,P0
CS2870,28-01-2015,24,1670,P0
CS2871,22-10-2014,29,2124,P0
CS2872,15-03-2015,22,1674,P0
CS2873,28-02-2015,29,2045,P0
CS2874,05-01-2015,14,930,P2
CS2875,24-02-2015,15,1007,P0
CS2876,01-03-2015,21,1369,P0
CS2877,15-03-2015,24,1677,P0
CS2878,04-01-2015,23,1610,P0
CS2879,20-12-2014,15,1028,P0
CS2880,27-12-2014,20,1482,P0
CS2881,19-09-2014,26,1801,P0
CS2882,25-07-2014,11,781,P2
CS2883,15-09-2014,21,1658,P0
CS2884,16-03-2015,21,1399,P0
CS2885,14-02-2015,28,1781,P0
CS2886,02-12-2014,16,897,P2
CS2887,10-02-2015,25,1527,P0
CS2888,06-09-2014,24,1792,P0
CS2889,08-02-2015,22,1536,P0
CS2890,07-01-2015,19,1308,P0
CS2891,19-01-2015,24,1823,P0
CS2892,23-09-2014,17,1181,P0
CS2893,11-03-2015,24,1724,P0
CS2894,27-02-2015,19,1377,P0
CS2895,26-02-2015,21,1304,P0
CS2896,27-01-2015,24,1845,P0
CS2897,17-02-2015,16,1188,P0
CS2898,10-02-2015,21,1336,P0
CS2899,02-03-2015,24,1673,P0
CS2900,06-03-2015,26,1954,P0
CS2901,07-09-2014,19,1259,P0
CS2902,27-11-2014,28,1961,P0
CS2903,14-10-2014,17,1289,P0
CS2904,10-03-2015,25,1869,P0
CS2905,20-12-2014,17,1185,P0
CS2906,18-01-2015,27,1935,P0
CS2907,12-02-2015,29,2039,P0
CS2908,10-01-2015,16,1061,P0
CS2909,12-02-2015,19,1412,P0
CS2910,05-03-2015,23,1345,P0
CS2911,10-02-2015,21,1511,P0
CS2912,21-12-2014,20,1361,P0
CS2913,14-08-2014,21,1490,P0
CS2914,19-12-2014,26,1792,P0
CS2915,21-12-2014,24,1749,P0
CS2916,12-01-2015,21,1514,P0
CS2917,15-03-2015,20,1474,P0
CS2918,07-03-2015,24,1741,P0
CS2919,24-02-2015,18,1313,P0
CS2920,09-03-2015,21,1419,P0
CS2921,22-01-2015,16,1044,P0
CS2922,11-03-2015,15,977,P2
CS2923,02-09-2014,13,966,P2
CS2924,11-03-2015,21,1459,P0
CS2925,14-03-2015,14,997,P2
CS2926,19-02-2015,14,986,P2
CS2927,03-03-2015,25,1581,P0
CS2928,27-10-2014,17,1243,P0
CS2929,16-03-2015,22,1449,P0
CS2930,27-01-2015,26,1955,P0
CS2931,11-03-2015,21,1550,P0
CS2932,25-11-2014,18,1228,P0
CS2933,07-10-2014,13,900,P2
CS2934,27-02-2015,17,1227,P0
CS2935,06-03-2015,21,1388,P0
CS2936,13-01-2015,13,813,P2
CS2937,02-03-2015,20,1394,P0
CS2938,13-12-2014,30,2039,P0
CS2939,20-02-2015,17,1227,P0
CS2940,19-12-2014,21,1334,P0
CS2941,08-05-2014,13,1077,P2
CS2942,05-01-2015,17,1246,P0
CS2943,06-03-2015,19,1306,P0
CS2944,04-08-2014,17,1239,P0
CS2945,08-03-2015,26,1911,P0
CS2946,05-03-2015,31,2238,P0
CS2947,07-11-2014,19,1348,P0
CS2948,02-09-2014,17,1199,P0
CS2949,05-12-2014,24,1581,P0
CS2950,28-01-2015,16,1072,P0
CS2951,31-08-2014,32,2382,P0
CS2952,01-02-2015,25,1691,P0
CS2953,22-01-2015,17,1093,P0
CS2954,27-01-2015,17,1404,P0
CS2955,15-02-2015,17,1191,P0
CS2956,10-03-2015,29,2050,P0
CS2957,12-01-2015,19,1251,P0
CS2958,30-11-2014,13,778,P2
CS2959,02-03-2015,16,1124,P0
CS2960,09-02-2015,16,1178,P0
CS2961,22-01-2015,30,2183,P0
CS2962,16-03-2015,23,1639,P0
CS2963,25-12-2014,16,1109,P0
CS2964,10-12-2014,21,1363,P0
CS2965,05-10-2014,13,793,P2
CS2966,04-09-2014,18,1143,P0
CS2967,16-03-2015,21,1425,P0
CS2968,23-01-2015,24,1649,P0
CS2969,07-03-2015,18,1314,P0
CS2970,07-03-2015,21,1496,P0
CS2971,09-09-2014,16,1029,P0
CS2972,27-08-2014,19,1301,P0
CS2973,11-09-2014,19,1317,P0
CS2974,25-12-2014,19,1368,P0
CS2975,21-01-2015,22,1387,P0
CS2976,25-08-2014,14,897,P2
CS2977,06-03-2015,21,1490,P0
CS2978,17-11-2014,20,1470,P0
CS2979,14-03-2015,20,1398,P0
CS2980,30-09-2014,21,1562,P0
CS2981,28-11-2014,18,1369,P0
CS2982,24-12-2014,22,1543,P0
CS2983,05-03-2015,23,1524,P0
CS2984,24-01-2015,29,1955,P0
CS2985,02-08-2014,16,1133,P0
CS2986,26-12-2014,25,1720,P0
CS2987,18-12-2014,20,1508,P0
CS2988,26-02-2015,22,1543,P0
CS2989,07-03-2015,26,1702,P0
CS2990,12-12-2014,27,1765,P0
CS2991,09-03-2015,22,1568,P0
CS2992,28-09-2014,16,1031,P0
CS2993,02-01-2015,16,1190,P0
CS2994,02-02-2015,22,1470,P0
CS2995,05-02-2015,14,794,P2
CS2996,09-12-2014,25,1719,P0
CS2997,27-11-2014,21,1503,P0
CS2998,10-02-2015,21,1456,P0
CS2999,18-10-2014,19,1262,P0
CS3000,08-03-2015,20,1379,P0
CS3001,25-07-2014,15,1193,P0
CS3002,01-02-2015,22,1394,P0
CS3003,18-02-2015,17,1213,P0
CS3004,15-03-2015,24,1939,P0
CS3005,11-01-2015,23,1740,P0
CS3006,03-03-2015,24,1732,P0
CS3007,06-06-2014,16,1127,P0
CS3008,13-02-2015,24,1788,P0
CS3009,09-03-2015,14,895,P2
CS3010,16-03-2015,26,1862,P0
CS3011,14-12-2014,28,1890,P0
CS3012,03-02-2015,24,1688,P0
CS3013,09-03-2015,35,2259,P0
CS3014,26-12-2014,23,1641,P0
CS3015,04-03-2015,24,1601,P0
CS3016,25-04-2014,9,634,P2
CS3017,03-07-2014,19,1424,P0
CS3018,01-06-2014,19,1190,P0
CS3019,01-02-2015,23,1593,P0
CS3020,06-03-2015,23,1486,P0
CS3021,02-01-2015,13,871,P2
CS3022,17-01-2015,21,1469,P0
CS3023,04-01-2015,19,1242,P0
CS3024,06-11-2014,24,1738,P0
CS3025,28-12-2014,13,960,P2
CS3026,10-02-2015,21,1409,P0
CS3027,09-02-2015,19,1345,P0
CS3028,02-03-2015,31,2214,P0
CS3029,03-01-2015,24,1705,P0
CS3030,31-01-2015,23,1579,P0
CS3031,19-02-2015,20,1407,P0
CS3032,05-03-2015,17,1305,P0
CS3033,09-11-2014,14,981,P2
CS3034,22-12-2014,22,1555,P0
CS3035,11-11-2014,20,1365,P0
CS3036,16-02-2015,23,1587,P0
CS3037,24-01-2015,21,1324,P0
CS3038,16-02-2015,17,1283,P0
CS3039,20-02-2015,17,1296,P0
CS3040,24-02-2015,17,1266,P0
CS3041,11-03-2015,22,1397,P0
CS3042,10-02-2015,14,936,P2
CS3043,02-12-2014,17,1154,P0
CS3044,12-03-2015,22,1576,P0
CS3045,16-01-2015,18,1351,P0
CS3046,13-01-2015,22,1631,P0
CS3047,07-01-2015,25,1729,P0
CS3048,29-01-2015,11,693,P2
CS3049,02-03-2015,21,1333,P0
CS3050,06-12-2014,20,1206,P0
CS3051,23-11-2014,19,1375,P0
CS3052,04-02-2015,26,1811,P0
CS3053,14-01-2015,15,1311,P0
CS3054,23-02-2015,14,1028,P2
CS3055,14-01-2015,21,1542,P0
CS3056,10-11-2014,17,1169,P0
CS3057,05-12-2014,13,924,P2
CS3058,04-03-2015,25,1810,P0
CS3059,17-12-2014,18,1349,P0
CS3060,28-11-2014,24,1763,P0
CS3061,13-01-2015,23,1749,P0
CS3062,18-01-2015,21,1546,P0
CS3063,01-12-2014,14,919,P2
CS3064,28-02-2014,22,1425,P0
CS3065,07-11-2014,16,967,P2
CS3066,24-12-2014,19,1273,P0
CS3067,27-02-2015,22,1450,P0
CS3068,21-01-2015,18,1181,P0
CS3069,28-01-2015,22,1487,P0
CS3070,25-01-2015,21,1433,P0
CS3071,22-02-2015,23,1642,P0
CS3072,16-01-2015,18,1154,P0
CS3073,13-02-2015,27,1940,P0
CS3074,08-01-2015,22,1794,P0
CS3075,13-03-2015,19,1261,P0
CS3076,21-02-2015,21,1605,P0
CS3077,05-01-2015,29,1977,P0
CS3078,10-03-2015,17,1021,P0
CS3079,03-11-2014,24,1535,P0
CS3080,03-03-2015,24,1596,P0
CS3081,15-12-2014,21,1472,P0
CS3082,27-12-2014,21,1400,P0
CS3083,02-01-2015,17,1069,P0
CS3084,19-05-2014,12,904,P2
CS3085,21-11-2014,23,1618,P0
CS3086,04-02-2015,23,1561,P0
CS3087,27-12-2014,16,1007,P0
CS3088,03-09-2014,16,1106,P0
CS3089,23-11-2014,14,1050,P2
CS3090,26-12-2014,18,1198,P0
CS3091,08-10-2014,14,881,P2
CS3092,22-12-2014,21,1594,P0
CS3093,16-02-2015,21,1383,P0
CS3094,18-06-2014,15,1121,P0
CS3095,04-11-2014,24,1634,P0
CS3096,24-01-2015,18,1325,P0
CS3097,30-09-2014,19,1296,P0
CS3098,24-08-2014,21,1359,P0
CS3099,27-11-2014,17,1112,P0
CS3100,03-03-2015,18,1437,P0
CS3101,09-03-2015,30,2106,P0
CS3102,21-11-2014,14,1031,P2
CS3103,13-03-2015,16,1006,P0
CS3104,11-10-2014,17,1174,P0
CS3105,21-02-2015,21,1432,P0
CS3106,19-10-2014,18,1270,P0
CS3107,15-02-2015,17,1233,P0
CS3108,22-06-2014,16,1032,P0
CS3109,09-03-2015,20,1402,P0
CS3110,15-11-2014,19,1279,P0
CS3111,18-08-2014,21,1644,P0
CS3112,16-11-2014,20,1225,P0
CS3113,18-11-2014,12,937,P2
CS3114,26-09-2014,18,1173,P0
CS3115,24-02-2015,15,1074,P0
CS3116,22-02-2015,25,1918,P0
CS3117,02-11-2014,23,1562,P0
CS3118,02-03-2015,22,1436,P0
CS3119,07-01-2015,22,1642,P0
CS3120,28-01-2015,12,808,P2
CS3121,10-03-2015,23,1694,P0
CS3122,13-02-2015,23,1519,P0
CS3123,03-03-2015,23,1543,P0
CS3124,17-11-2014,19,1335,P0
CS3125,06-01-2015,14,1116,P2
CS3126,11-10-2014,20,1304,P0
CS3127,16-03-2015,26,1665,P0
CS3128,19-12-2014,23,1472,P0
CS3129,10-03-2015,27,1894,P0
CS3130,23-02-2015,24,1674,P0
CS3131,10-03-2015,28,2060,P0
CS3132,12-03-2015,22,1719,P0
CS3133,20-08-2014,14,892,P2
CS3134,26-10-2014,19,1203,P0
CS3135,31-10-2014,16,1097,P0
CS3136,08-01-2015,24,1629,P0
CS3137,10-03-2015,17,1201,P0
CS3138,27-10-2014,16,999,P2
CS3139,03-03-2015,23,1673,P0
CS3140,22-08-2014,12,852,P2
CS3141,29-01-2015,25,1772,P0
CS3142,15-02-2015,19,1463,P0
CS3143,01-02-2015,23,1432,P0
CS3144,13-02-2015,25,1808,P0
CS3145,16-02-2015,21,1339,P0
CS3146,10-03-2015,18,1316,P0
CS3147,09-10-2014,17,1211,P0
CS3148,16-06-2014,20,1474,P0
CS3149,28-01-2015,12,783,P2
CS3150,26-02-2015,16,1149,P0
CS3151,02-01-2015,18,1275,P0
CS3152,15-12-2014,15,924,P2
CS3153,09-10-2014,18,1331,P0
CS3154,08-12-2014,22,1478,P0
CS3155,14-01-2015,25,1858,P0
CS3156,07-11-2014,24,1624,P0
CS3157,19-01-2015,22,1686,P0
CS3158,25-11-2014,17,1229,P0
CS3159,04-02-2015,20,1462,P0
CS3160,19-11-2014,16,1019,P0
CS3161,12-01-2015,18,1253,P0
CS3162,28-02-2015,17,998,P2
CS3163,12-01-2015,31,2413,P0
CS3164,27-11-2014,29,1916,P0
CS3165,21-11-2014,30,2202,P0
CS3166,02-03-2015,25,1697,P0
CS3167,24-12-2014,18,1345,P0
CS3168,14-02-2015,14,962,P2
CS3169,30-01-2015,14,1061,P2
CS3170,30-10-2014,18,1178,P0
CS3171,23-11-2014,16,1205,P0
CS3172,28-12-2014,22,1465,P0
CS3173,06-03-2015,17,1085,P0
CS3174,25-01-2015,23,1581,P0
CS3175,20-01-2015,13,954,P2
CS3176,06-03-2015,16,895,P2
CS3177,30-01-2015,18,1246,P0
CS3178,01-02-2015,21,1543,P0
CS3179,13-01-2015,24,1572,P0
CS3180,17-11-2014,25,1911,P0
CS3181,18-08-2014,22,1593,P0
CS3182,20-02-2015,25,1630,P0
CS3183,02-01-2015,21,1370,P0
CS3184,20-02-2015,20,1578,P0
CS3185,14-10-2014,13,939,P2
CS3186,15-12-2014,21,1581,P0
CS3187,30-01-2015,21,1487,P0
CS3188,17-12-2014,18,1188,P0
CS3189,01-02-2015,24,1652,P0
CS3190,18-01-2015,23,1684,P0
CS3191,21-01-2015,23,1478,P0
CS3192,27-12-2014,12,891,P2
CS3193,15-03-2015,19,1288,P0
CS3194,28-02-2015,22,1459,P0
CS3195,01-03-2015,27,1743,P0
CS3196,19-12-2014,22,1540,P0
CS3197,27-10-2014,16,1176,P0
CS3198,19-02-2015,24,1742,P0
CS3199,30-01-2015,24,1542,P0
CS3200,22-10-2014,14,1015,P2
CS3201,16-12-2014,26,2014,P0
CS3202,14-01-2015,21,1565,P0
CS3203,13-12-2014,18,1319,P0
CS3204,20-01-2015,19,1154,P0
CS3205,16-03-2015,23,1522,P0
CS3206,14-03-2015,18,1256,P0
CS3207,09-02-2015,20,1322,P0
CS3208,16-08-2014,15,1123,P0
CS3209,22-01-2015,23,1707,P0
CS3210,31-01-2015,24,1772,P0
CS3211,08-02-2015,11,741,P2
CS3212,17-11-2014,21,1689,P0
CS3213,19-10-2014,24,1446,P0
CS3214,29-12-2014,21,1464,P0
CS3215,14-01-2015,16,1128,P0
CS3216,15-01-2015,22,1597,P0
CS3217,11-03-2015,19,1506,P0
CS3218,10-03-2015,22,1717,P0
CS3219,12-01-2015,23,1654,P0
CS3220,15-03-2015,20,1429,P0
CS3221,19-10-2014,28,2159,P0
CS3222,02-03-2015,25,1828,P0
CS3223,09-10-2014,24,1699,P0
CS3224,31-01-2015,26,1751,P0
CS3225,11-10-2014,16,1204,P0
CS3226,20-07-2014,17,1183,P0
CS3227,30-11-2014,21,1545,P0
CS3228,05-12-2014,28,2047,P0
CS3229,01-02-2015,27,1754,P0
CS3230,17-11-2014,19,1222,P0
CS3231,20-12-2014,19,1314,P0
CS3232,31-12-2014,21,1562,P0
CS3233,23-02-2015,16,1177,P0
CS3234,12-03-2015,26,1707,P0
CS3235,18-01-2015,13,790,P2
CS3236,13-03-2015,15,995,P2
CS3237,24-02-2015,22,1545,P0
CS3238,16-03-2015,21,1529,P0
CS3239,02-10-2014,13,769,P2
CS3240,28-11-2014,16,1016,P0
CS3241,28-11-2014,17,1257,P0
CS3242,21-01-2015,24,1843,P0
CS3243,23-12-2014,18,1358,P0
CS3244,15-08-2014,15,1095,P0
CS3245,02-11-2014,20,1321,P0
CS3246,25-02-2015,15,1012,P0
CS3247,17-10-2014,21,1597,P0
CS3248,20-01-2015,14,823,P2
CS3249,08-01-2015,28,1868,P0
CS3250,13-01-2015,18,1217,P0
CS3251,09-03-2015,18,1162,P0
CS3252,14-02-2015,15,1039,P0
CS3253,28-12-2014,19,1241,P0
CS3254,21-01-2015,21,1443,P0
CS3255,31-12-2014,19,1197,P0
CS3256,05-10-2014,20,1384,P0
CS3257,19-01-2015,16,1135,P0
CS3258,05-12-2014,20,1348,P0
CS3259,27-01-2015,23,1674,P0
CS3260,06-02-2015,21,1654,P0
CS3261,30-04-2014,16,1047,P0
CS3262,26-02-2015,22,1555,P0
CS3263,15-01-2015,20,1415,P0
CS3264,09-02-2015,17,1271,P0
CS3265,05-11-2014,20,1292,P0
CS3266,15-07-2014,16,973,P2
CS3267,02-01-2015,20,1393,P0
CS3268,20-10-2014,22,1685,P0
CS3269,01-11-2014,13,882,P2
CS3270,13-03-2015,33,2349,P0
CS3271,04-02-2015,26,1747,P0
CS3272,20-01-2015,19,1393,P0
CS3273,12-03-2015,18,1190,P0
CS3274,28-01-2015,26,1824,P0
CS3275,12-03-2015,18,1126,P0
CS3276,24-02-2015,24,1626,P0
CS3277,16-01-2015,20,1431,P0
CS3278,03-03-2015,27,1866,P0
CS3279,15-03-2015,21,1331,P0
CS3280,04-01-2015,18,1253,P0
CS3281,03-12-2014,15,961,P2
CS3282,17-02-2015,17,1239,P0
CS3283,06-01-2015,20,1338,P0
CS3284,11-02-2015,17,1139,P0
CS3285,22-08-2014,21,1619,P0
CS3286,29-12-2014,18,1150,P0
CS3287,21-02-2015,19,1297,P0
CS3288,17-08-2014,21,1496,P0
CS3289,06-01-2015,26,1963,P0
CS3290,18-01-2015,23,1639,P0
CS3291,17-02-2015,26,1994,P0
CS3292,09-02-2015,21,1592,P0
CS3293,28-10-2014,14,1000,P2
CS3294,16-03-2015,18,1225,P0
CS3295,07-01-2015,23,1655,P0
CS3296,06-02-2015,24,1560,P0
CS3297,10-11-2014,15,979,P2
CS3298,16-03-2015,23,1574,P0
CS3299,08-12-2014,23,1509,P0
CS3300,08-03-2015,16,966,P2
CS3301,27-12-2014,25,1668,P0
CS3302,13-02-2015,24,1702,P0
CS3303,29-12-2014,13,834,P2
CS3304,23-09-2014,24,1634,P0
CS3305,18-02-2015,23,1549,P0
CS3306,25-02-2015,14,1018,P2
CS3307,14-01-2015,13,1037,P2
CS3308,31-01-2015,14,975,P2
CS3309,13-01-2015,16,1159,P0
CS3310,10-12-2014,22,1595,P0
CS3311,04-02-2015,26,1850,P0
CS3312,07-09-2014,13,937,P2
CS3313,08-01-2015,23,1561,P0
CS3314,20-02-2015,15,1048,P0
CS3315,01-03-2015,26,1805,P0
CS3316,16-03-2015,16,1176,P0
CS3317,09-03-2015,8,565,P2
CS3318,27-08-2014,19,1437,P0
CS3319,28-01-2015,14,833,P2
CS3320,07-02-2015,14,928,P2
CS3321,13-03-2015,22,1487,P0
CS3322,27-01-2015,23,1814,P0
CS3323,28-12-2014,17,1145,P0
CS3324,24-02-2015,27,1905,P0
CS3325,08-11-2014,19,1194,P0
CS3326,05-01-2015,23,1588,P0
CS3327,20-08-2014,26,1843,P0
CS3328,16-01-2015,18,1260,P0
CS3329,04-10-2014,18,1164,P0
CS3330,27-01-2015,23,1490,P0
CS3331,25-06-2014,16,1124,P0
CS3332,19-01-2015,18,1441,P0
CS3333,23-01-2015,18,1300,P0
CS3334,11-02-2015,20,1339,P0
CS3335,14-03-2015,22,1651,P0
CS3336,05-03-2015,17,1167,P0
CS3337,28-09-2014,25,1579,P0
CS3338,03-02-2015,16,1092,P0
CS3339,02-03-2015,26,1966,P0
CS3340,21-02-2015,21,1399,P0
CS3341,31-01-2015,15,970,P2
CS3342,21-02-2015,18,1348,P0
CS3343,01-12-2014,24,1600,P0
CS3344,23-09-2014,11,769,P2
CS3345,06-01-2015,19,1399,P0
CS3346,19-07-2014,18,1430,P0
CS3347,21-12-2014,19,1297,P0
CS3348,23-02-2015,28,2024,P0
CS3349,21-12-2014,20,1483,P0
CS3350,11-03-2015,18,1300,P0
CS3351,27-12-2014,20,1370,P0
CS3352,26-01-2015,16,1190,P0
CS3353,09-03-2015,26,1823,P0
CS3354,03-02-2015,16,963,P2
CS3355,23-02-2015,30,2118,P0
CS3356,10-01-2015,31,2221,P0
CS3357,08-11-2014,22,1482,P0
CS3358,19-04-2014,23,1613,P0
CS3359,06-03-2015,25,1712,P0
CS3360,13-10-2014,22,1410,P0
CS3361,17-10-2014,17,1225,P0
CS3362,13-11-2014,30,2303,P0
CS3363,11-12-2014,23,1570,P0
CS3364,02-01-2015,15,1082,P0
CS3365,13-10-2014,23,1747,P0
CS3366,08-02-2015,24,1869,P0
CS3367,31-01-2015,16,1274,P0
CS3368,19-02-2015,26,1658,P0
CS3369,30-01-2015,25,1731,P0
CS3370,12-03-2015,9,616,P2
CS3371,14-01-2015,25,1820,P0
CS3372,05-03-2015,23,1642,P0
CS3373,16-03-2015,25,1597,P0
CS3374,10-01-2015,18,1195,P0
CS3375,06-01-2015,18,1159,P0
CS3376,23-02-2015,18,1149,P0
CS3377,15-01-2015,23,1892,P0
CS3378,10-12-2014,10,749,P2
CS3379,04-12-2014,14,1078,P2
CS3380,24-11-2014,15,1114,P0
CS3381,07-10-2014,14,982,P2
CS3382,04-03-2015,24,1666,P0
CS3383,01-03-2015,26,1764,P0
CS3384,07-03-2015,21,1526,P0
CS3385,19-01-2015,13,778,P2
CS3386,24-09-2014,20,1430,P0
CS3387,20-02-2015,13,1064,P2
CS3388,15-02-2015,22,1337,P0
CS3389,07-11-2014,16,1132,P0
CS3390,07-01-2015,17,1208,P0
CS3391,21-11-2014,19,1459,P0
CS3392,03-12-2014,16,1169,P0
CS3393,26-02-2015,14,976,P2
CS3394,28-12-2014,17,1365,P0
CS3395,15-02-2015,11,637,P2
CS3396,17-02-2015,17,1102,P0
CS3397,07-01-2015,20,1406,P0
CS3398,14-02-2015,21,1581,P0
CS3399,20-07-2014,17,1206,P0
CS3400,27-02-2015,24,1615,P0
CS3401,09-03-2015,20,1460,P0
CS3402,12-12-2014,18,1246,P0
CS3403,10-03-2015,22,1536,P0
CS3404,03-03-2015,21,1545,P0
CS3405,04-01-2015,12,837,P2
CS3406,10-01-2015,23,1506,P0
CS3407,14-01-2015,15,1025,P0
CS3408,10-03-2015,21,1515,P0
CS3409,13-02-2015,27,2106,P0
CS3410,10-03-2015,26,1942,P0
CS3411,02-03-2015,21,1556,P0
CS3412,07-11-2014,18,1349,P0
CS3413,10-03-2015,13,936,P2
CS3414,19-01-2015,28,2105,P0
CS3415,07-03-2015,22,1682,P0
CS3416,23-02-2015,20,1441,P0
CS3417,10-03-2015,29,1954,P0
CS3418,07-02-2015,17,1200,P0
CS3419,04-02-2015,22,1635,P0
CS3420,11-03-2015,28,1768,P0
CS3421,26-02-2015,24,1617,P0
CS3422,11-06-2014,14,930,P2
CS3423,18-02-2015,17,1165,P0
CS3424,18-02-2015,17,1219,P0
CS3425,22-02-2015,20,1366,P0
CS3426,29-01-2015,28,1896,P0
CS3427,02-03-2015,16,1174,P0
CS3428,25-10-2014,22,1553,P0
CS3429,20-10-2014,22,1599,P0
CS3430,12-01-2015,15,1006,P0
CS3431,19-11-2014,22,1661,P0
CS3432,06-01-2015,16,1092,P0
CS3433,25-02-2015,20,1354,P0
CS3434,17-09-2014,21,1429,P0
CS3435,03-02-2015,16,1041,P0
CS3436,23-11-2014,17,1256,P0
CS3437,06-02-2015,17,1329,P0
CS3438,28-08-2014,17,1175,P0
CS3439,02-02-2015,21,1320,P0
CS3440,04-03-2015,29,1905,P0
CS3441,25-12-2014,26,1721,P0
CS3442,07-03-2015,26,1850,P0
CS3443,18-10-2014,16,1113,P0
CS3444,13-01-2015,20,1453,P0
CS3445,20-07-2014,13,839,P2
CS3446,27-02-2015,12,837,P2
CS3447,16-12-2014,24,1810,P0
CS3448,03-02-2015,21,1640,P0
CS3449,14-01-2015,16,1048,P0
CS3450,30-09-2014,23,1690,P0
CS3451,03-03-2015,23,1736,P0
CS3452,03-03-2015,24,1714,P0
CS3453,16-02-2015,25,1726,P0
CS3454,09-02-2015,21,1434,P0
CS3455,29-05-2014,21,1292,P0
CS3456,08-01-2015,23,1679,P0
CS3457,09-02-2015,14,1048,P2
CS3458,13-03-2015,18,1181,P0
CS3459,15-01-2015,21,1361,P0
CS3460,22-01-2015,19,1440,P0
CS3461,06-02-2015,15,997,P2
CS3462,11-12-2014,24,1843,P0
CS3463,07-01-2015,21,1500,P0
CS3464,16-02-2015,20,1321,P0
CS3465,11-02-2015,20,1286,P0
CS3466,05-03-2015,21,1429,P0
CS3467,11-11-2014,12,813,P2
CS3468,10-01-2015,24,1830,P0
CS3469,24-12-2014,22,1516,P0
CS3470,13-01-2015,30,2035,P0
CS3471,10-11-2014,21,1538,P0
CS3472,02-01-2015,17,1115,P0
CS3473,09-01-2015,20,1406,P0
CS3474,22-12-2014,17,1113,P0
CS3475,11-01-2015,25,1811,P0
CS3476,29-12-2014,18,1322,P0
CS3477,06-01-2015,31,1978,P0
CS3478,08-03-2015,21,1391,P0
CS3479,01-03-2015,14,1015,P2
CS3480,10-03-2015,27,1890,P0
CS3481,05-03-2015,24,1601,P0
CS3482,25-12-2014,17,1208,P0
CS3483,20-11-2014,29,1977,P0
CS3484,14-10-2014,13,867,P2
CS3485,19-09-2014,25,1633,P0
CS3486,12-10-2014,16,1147,P0
CS3487,05-04-2014,9,703,P2
CS3488,01-02-2015,22,1490,P0
CS3489,14-02-2015,19,1357,P0
CS3490,09-03-2015,18,1155,P0
CS3491,25-02-2015,18,1165,P0
CS3492,08-03-2015,26,1826,P0
CS3493,26-09-2014,20,1397,P0
CS3494,30-12-2014,15,1074,P0
CS3495,16-10-2014,19,1326,P0
CS3496,09-02-2015,16,1254,P0
CS3497,10-12-2014,11,900,P2
CS3498,05-03-2015,22,1480,P0
CS3499,09-01-2015,21,1330,P0
CS3500,12-02-2015,21,1495,P0
CS3501,06-03-2015,27,2083,P0
CS3502,25-11-2014,17,1057,P0
CS3503,10-02-2015,17,1143,P0
CS3504,07-03-2015,30,2207,P0
CS3505,08-01-2015,23,1627,P0
CS3506,02-09-2014,14,906,P2
CS3507,24-02-2015,15,1054,P0
CS3508,30-01-2015,20,1453,P0
CS3509,24-01-2015,28,2151,P0
CS3510,11-01-2015,23,1603,P0
CS3511,08-03-2015,20,1390,P0
CS3512,08-03-2015,16,1215,P0
CS3513,01-11-2014,15,1154,P0
CS3514,14-01-2015,20,1532,P0
CS3515,31-01-2015,25,1679,P0
CS3516,26-02-2015,14,941,P2
CS3517,15-03-2015,24,1654,P0
CS3518,07-03-2015,25,1560,P0
CS3519,03-02-2015,22,1668,P0
CS3520,03-02-2015,24,1678,P0
CS3521,30-11-2014,21,1506,P0
CS3522,09-12-2014,11,742,P2
CS3523,08-03-2015,17,1089,P0
CS3524,03-02-2015,22,1475,P0
CS3525,18-01-2015,17,1269,P0
CS3526,06-03-2015,24,1583,P0
CS3527,01-02-2015,17,1031,P0
CS3528,02-11-2014,21,1407,P0
CS3529,24-11-2014,21,1465,P0
CS3530,25-11-2014,30,2186,P0
CS3531,10-02-2015,22,1611,P0
CS3532,01-07-2014,14,1007,P2
CS3533,20-01-2015,19,1406,P0
CS3534,23-01-2015,15,1095,P0
CS3535,19-12-2014,19,1281,P0
CS3536,10-12-2014,21,1689,P0
CS3537,22-04-2014,15,1029,P0
CS3538,06-02-2015,12,934,P2
CS3539,08-03-2015,19,1406,P0
CS3540,04-03-2015,23,1646,P0
CS3541,10-02-2015,26,1932,P0
CS3542,26-11-2014,21,1595,P0
CS3543,01-02-2015,24,1676,P0
CS3544,11-01-2015,20,1444,P0
CS3545,11-02-2015,20,1368,P0
CS3546,25-12-2014,16,1130,P0
CS3547,20-02-2015,21,1531,P0
CS3548,07-02-2015,19,1398,P0
CS3549,04-03-2015,19,1441,P0
CS3550,01-01-2015,20,1403,P0
CS3551,15-03-2015,18,1205,P0
CS3552,14-03-2015,21,1467,P0
CS3553,11-03-2015,14,1098,P2
CS3554,06-02-2015,17,1305,P0
CS3555,20-11-2014,18,1194,P0
CS3556,16-11-2014,13,853,P2
CS3557,10-03-2015,24,1872,P0
CS3558,04-03-2015,20,1449,P0
CS3559,24-02-2015,23,1536,P0
